country,capital,name,xid,kinds,wikipedia_extracts,clear_link,category,latitude,longitude
Austria,Vienna,Palais Gomperz,Q944903,"palaces,architecture,historic_architecture,interesting_places","Palais Gomperz is a Ringstraßenpalais in Vienna, Austria. It was built for the aristocratic Gomperz family.",https://upload.wikimedia.org/wikipedia/commons/f/fc/Palais_Gomperz_Sep_2006_005.jpg,palaces,48.202499,16.3706
Austria,Vienna,Am Burggarten,N3489171239,"historic_architecture,architecture,gardens_and_parks,urban_environment,cultural,interesting_places,restaurants,foods,tourist_facilities,other_buildings_and_structures",Der Burggarten ist eine öffentliche Parkanlage an der Wiener Ringstraße.,https://upload.wikimedia.org/wikipedia/commons/5/5d/Wien_Burggarten_HDR.jpg,historic_architecture,48.203091,16.363749
Austria,Vienna,Vienna State Opera,W8097595,"cultural,theatres_and_entertainments,interesting_places,opera_houses","The Vienna State Opera (German: Wiener Staatsoper) is an Austrian opera house and opera company based in Vienna, Austria. It was originally called the Vienna Court Opera (Wiener Hofoper). In 1920, with the replacement of the Habsburg Monarchy by the First Austrian Republic, it was renamed the Vienna State Opera. The members of the Vienna Philharmonic are recruited from its orchestra.",https://upload.wikimedia.org/wikipedia/commons/5/59/Wien_-_Staatsoper_%282%29.JPG,cultural,48.203239,16.369202
Austria,Vienna,Gänsemädchenbrunnen (Rahlstiege),N365870563,"fountains,urban_environment,cultural,interesting_places",Der Gänsemädchenbrunnen ist ein denkmalgeschützter (Listeneintrag) Brunnen auf der Rahlstiege im 6. Wiener Gemeindebezirk Mariahilf.,https://upload.wikimedia.org/wikipedia/commons/c/c2/G%C3%A4nsem%C3%A4dchenbrunnen_Rahlstiege_3.JPG,fountains,48.201855,16.360935
Austria,Vienna,"Mozart Monument, Vienna",Q18346455,"historic,monuments_and_memorials,interesting_places,monuments","The Mozart Monument (German: Mozart-Denkmal) is a monument located in the Burggarten in the Innere Stadt district of Vienna, Austria since 1953. It is dedicated to composer Wolfgang Amadeus Mozart (1756–1791).This 7.5-meter-high statue was made by architect Karl König (1841–1915) and sculptor Viktor Tilgner (1844–1896) and was unveiled at Albrechtsplatz (today Albertinaplatz) on April 21, 1896, five days before Tilgner died. Tilgner's signature was completed with his death date.",https://upload.wikimedia.org/wikipedia/commons/6/6a/Wien_-_Mozartdenkmal_%281%29.JPG,historic,48.204102,16.364799
Austria,Vienna,Vienna University of Technology,R33319,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","TU Wien (German: Technische Universität Wien; formerly: k.k. Polytechnisches Institut, Imperial and Royal Polytechnic Institute from 1815–1872; Technische Hochschule (TH Wien), College of Technology from 1872–1975; Vienna University of Technology from 1975–2014) is one of the major universities in Vienna, the capital of Austria.",https://upload.wikimedia.org/wikipedia/commons/5/57/Technische_Universit%C3%A4t_Wien_mainbuilding_mainentrance_northview.jpg,historic_architecture,48.196198,16.369688
Austria,Vienna,Palais Ehrbar,Q1241047,"palaces,architecture,historic_architecture,interesting_places","Das Palais Ehrbar befindet sich im 4. Wiener Gemeindebezirk Wieden, Mühlgasse 28.",https://upload.wikimedia.org/wikipedia/commons/b/bf/Palais_Ehrbar-M%C3%BChlgasse_30a.JPG,palaces,48.196701,16.362499
Austria,Vienna,Rahlstiege,Q2127408,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Die Rahlstiege ist eine Stiegenanlage im 6. Wiener Gemeindebezirk Mariahilf. Sie verbindet die Rahlgasse mit der Mariahilfer Straße.,https://upload.wikimedia.org/wikipedia/commons/8/82/Rahlstiege_Totale_4-07.jpg,historic_architecture,48.2019,16.3608
Austria,Vienna,Wien Museum Karlsplatz,W8097153,"museums,cultural,interesting_places,art_galleries","The Vienna Museum (German: Wien Museum or Museen der Stadt Wien) is a group of museums in Vienna consisting of the museums of the history of the city. In addition to the main building in Karlsplatz and the Hermesvilla, the group includes numerous specialised museums, musicians' residences and archaeological excavations.The permanent exhibit of art and the historical collection on the history of Vienna include exhibits dating from the Neolithic to the mid-20th century. The emphasis is on the 19th century, for example works by Gustav Klimt. In addition, the Vienna Museum hosts a variety of special exhibitions.",https://upload.wikimedia.org/wikipedia/commons/1/1c/Wien-Museum.jpg,museums,48.19912,16.373058
Austria,Vienna,Albrechtsbrunnen,W566224845,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,monuments","Der Albrechtsbrunnen, auch bekannt als Danubiusbrunnen, ist ein Brunnen im 1. Wiener Gemeindebezirk, der Inneren Stadt. Er befindet sich an der Augustinerbastei und trägt seinen Namen nach Feldmarschall Erzherzog Albrecht von Österreich-Teschen, der das Gebäude der heutigen Albertina auf der Bastei, das Palais Erzherzog Albrecht, damals bewohnte.",https://upload.wikimedia.org/wikipedia/commons/b/b1/GuentherZ_2008-08-30_1100_Albrechtsbrunnen_Danubius%2BVindobona_Detail.jpg,fountains,48.20422,16.368586
Austria,Vienna,Burggarten,W8063831,"gardens_and_parks,urban_environment,cultural,interesting_places",Der Burggarten ist eine öffentliche Parkanlage an der Wiener Ringstraße.,https://upload.wikimedia.org/wikipedia/commons/5/5d/Wien_Burggarten_HDR.jpg,gardens_and_parks,48.204384,16.365952
Austria,Vienna,"Kärntner Straße 49, Vienna",Q37937924,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","Das Café Fenstergucker war ein Kaffeehaus in Wien und befand sich im 1. Bezirk Innere Stadt, Ecke Kärntner Straße/Walfischgasse.",https://upload.wikimedia.org/wikipedia/commons/1/15/Wien_Zentrum_2009_PD_20091008_003.JPG,historic_architecture,48.203739,16.37044
Austria,Vienna,Statue of John of Nepomuk,Q1575223,"cultural,urban_environment,interesting_places,sculptures",Die unter Denkmalschutz stehende Johannes-Nepomuk-Statue auf dem Messeplatz bei der Mariahilfer Straße im 7. Wiener Gemeindebezirk Neubau ist eine der zahlreichen Darstellungen des heiligen Johannes Nepomuk in Wien.,https://upload.wikimedia.org/wikipedia/commons/f/f8/GuentherZ_2010-11-06_0023_Wien07_Messeplatz_Johannes_Nepomuk.jpg,cultural,48.202499,16.360901
Austria,Vienna,Mozart-Brunnen,N270507196,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,monuments","Der Mozart-Brunnen, auch Zauberflötenbrunnen genannt, ist ein Brunnen auf dem Mozartplatz im 4. Wiener Gemeindebezirk Wieden.Der Brunnen wurde 1905 während der Amtszeit von Bürgermeister Karl Lueger errichtet. Der bereits im Jahr 1900 preisgekrönte Entwurf stammt vom Architekten Otto Schönthal, der ausführende Bildhauer war Carl Wollek. Der Brunnen soll an die Uraufführung von Wolfgang Amadeus Mozarts Oper Die Zauberflöte erinnern, die 1791 im Freihaustheater auf der Wieden stattfand. Die Bronzegruppe zeigt Tamino und Pamina, die Hauptfiguren der Zauberflöte.",https://upload.wikimedia.org/wikipedia/commons/e/ea/Mozart-Brunnen_Wieden.jpg,fountains,48.195187,16.368233
Austria,Vienna,Museum of Art History,R20165,"museums,cultural,interesting_places,art_galleries","The Kunsthistorisches Museum (lit. ""Museum of Art History"", also often referred to as the ""Museum of Fine Arts"") is an art museum in Vienna, Austria. Housed in its festive palatial building on Ringstraße, it is crowned with an octagonal dome. The term Kunsthistorisches Museum applies to both the institution and the main building. It is the largest art museum in the country.",https://upload.wikimedia.org/wikipedia/commons/3/32/Wien_Kunsthistorisches_Museum.jpg,museums,48.203739,16.361782
Austria,Vienna,Palais Wertheim,Q2047211,"palaces,architecture,historic_architecture,interesting_places",Das Palais Wertheim ist ein Palais im Ringstraßenstil und befindet sich am Schwarzenbergplatz 17 / Kärntner Ring 18 im 1. Wiener Gemeindebezirk.Das vom Industriellen Franz Freiherr von Wertheim bei Heinrich Freiherr von Ferstel in Auftrag gegebene Palais wurde von 1864 bis 1868 errichtet und 1910 in ein Wohn- und Bürogebäude umgewandelt. Am 27. Juli 1977 eröffnete im Parterre des Palais die erste österreichische McDonald’s-Filiale.,https://upload.wikimedia.org/wikipedia/commons/9/9f/Schwarzenbergplatz_17_Ansicht_2.jpg,palaces,48.201199,16.374001
Austria,Vienna,Palais Esterházy (Kärntner Straße),Q632734,"palaces,architecture,historic_architecture,interesting_places",Das Palais Esterházy an der Kärntner Straße ist ein Palais im 1. Wiener Gemeindebezirk Innere Stadt. Es ist das älteste Gebäude an der Kärntner Straße und befindet sich noch heute im Besitz der Familie Esterházy.,https://upload.wikimedia.org/wikipedia/commons/d/d4/Casino080316.jpg,palaces,48.204399,16.370399
Austria,Vienna,Palmenhaus,N76518712,"historic_architecture,architecture,interesting_places,restaurants,foods,tourist_facilities,other_buildings_and_structures",Das Palmenhaus (auch: Glashaus) ist ein Gebäude im 1. Wiener Gemeindebezirk Innere Stadt. Es befindet sich am Rand des Burggartens in der Nähe der Albertina und der Staatsoper. Es hat eine Länge von 128 Metern und eine Grundfläche von rund 2.050 m².,https://upload.wikimedia.org/wikipedia/commons/2/2d/AT-13768_Palmenhaus_Burggarten_05.JPG,historic_architecture,48.205055,16.366796
Austria,Vienna,Palais Ofenheim,Q2047129,"palaces,architecture,historic_architecture,interesting_places","Das Palais Ofenheim ist ein Palais im Ringstraßenstil und befindet sich am Schwarzenbergplatz 15 im 1. Wiener Gemeindebezirk.Das Palais wurde 1868 nach Entwürfen der Architekten August Schwendenwein und Johann Romano für den Eisenbahnindustriellen Victor Ofenheim, Ritter von Ponteuxin errichtet und befindet sich heute im Besitz der Zürich Versicherung Österreich, die es als Bürohaus nutzt.",https://upload.wikimedia.org/wikipedia/commons/4/49/Lothringerstra%C3%9Fe_5.jpg,palaces,48.200401,16.374399
Austria,Vienna,Weltmuseum,R7771899,"museums,cultural,interesting_places,art_galleries","The Weltmuseum Wien (former Museum of Ethnology) in Vienna is the largest anthropological museum in Austria, established in 1876. It currently resides in the Hofburg Imperial Palace and houses more than 400,000 ethnographical and archaeological objects from Asia, Africa, Oceania, and America. Since November 2014 the museum was closed due to renovation and was reopened on the 25th of October 2017.",https://upload.wikimedia.org/wikipedia/commons/0/01/Wien_Hofburg_Neue_Burg_Heldenplatz.jpg,museums,48.204903,16.363886
Austria,Vienna,Collection of Arms and Armour,R4523037,"museums,cultural,interesting_places,art_galleries,military_museums","The Kunsthistorisches Museum (lit. ""Museum of Art History"", also often referred to as the ""Museum of Fine Arts"") is an art museum in Vienna, Austria. Housed in its festive palatial building on Ringstraße, it is crowned with an octagonal dome. The term Kunsthistorisches Museum applies to both the institution and the main building. It is the largest art museum in the country.",https://upload.wikimedia.org/wikipedia/commons/3/32/Wien_Kunsthistorisches_Museum.jpg,museums,48.204895,16.363752
Austria,Vienna,Linke Wienzeile 38,Q19951117,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","La Maison aux médaillons ou Maison des Muses (Musenhaus),,,,,,, est un immeuble à appartements de style Art nouveau caractéristique de la Sécession viennoise (Sezessionsstil ou Wiener Secession) édifié par l'architecte Otto Wagner à Vienne en Autriche.Tirant son nom des médaillons de muses qui ornent sa façade, elle forme avec sa voisine, la Maison des majoliques (Majolikahaus), un vaste ensemble de style Sécession.",https://upload.wikimedia.org/wikipedia/commons/3/39/Wienzeilenh%C3%A4user_Otto_Wagner.jpg,historic_architecture,48.197472,16.359566
Austria,Vienna,Neue Burg,R3898177,"historic_architecture,architecture,fortifications,historic,monuments_and_memorials,museums,cultural,interesting_places,manor_houses,castles,other_museums,monuments","Die Neue Burg ist Teil der Wiener Hofburg und des monumentalen Kaiserforums, das Gottfried Semper und Karl Freiherr von Hasenauer ab 1869 für Kaiser Franz Joseph planten und errichteten.",https://upload.wikimedia.org/wikipedia/commons/0/01/Wien_Hofburg_Neue_Burg_Heldenplatz.jpg,historic_architecture,48.205376,16.365131
