country,capital,name,xid,kinds,lat,lon,wikipedia_extracts,image
Austria,Vienna,Церковь Святого Августина,W116758234,"religion,churches,interesting_places,catholic_churches",16.367708,48.205692,"Церковь Святого Августина в Вене (Аугустинеркирхе, нем. Augustinerkirche) — готическая церковь на площади Йозефплац во Внутреннем городе.Основана герцогом Фридрихом Красивым в 1327 вместе с монастырём для монахов Августинского ордена. Церковь была освящена в 1349 году, а с 1634 по 1783 год считалась придворной церковью Габсбургов. Ныне представляет собой превосходный образец стиля барокко, столь полюбившегося в Австрии. Церковь несколько раз передавалась в руки разных общин, а в 1951 году была вновь передана августинцам.",https://commons.wikimedia.org/wiki/File:Augustinian_Church_Vienna.jpg
Austria,Vienna,Дом музыки,W177923887,"museums,cultural,interesting_places,other_museums",16.373081,48.20385,Дом Музыки в Вене (нем. Haus der Musik) — интерактивный музей звука в центре Вены. Открылся в 2000 году и является одним из лучших музеев звука и музыки в Австрии. Имеет площадь около 5020 квадратных метров.,https://commons.wikimedia.org/wiki/File:Haus-Der-Musik-Wien.jpg
Austria,Vienna,Мальтийская церковь,W149297025,"religion,churches,interesting_places,catholic_churches",16.371178,48.205009,"Мальтийская церковь или церковь Святого Иоанна Крестителя (нем. Malteserkirche) — католическая церковь в городе Вена, Австрия. Названа по имени Мальтийского ордена, которому она принадлежит. Находится во Внутреннем городе, на Кернтнерштрассе, дом 37. В находящемся в этом же квартале здании по Йоханнесгассе (нем. Johannesgasse) расположен Австрийский Великий приорат (нем. Großpriorat von Österreich) Мальтийского ордена.",https://commons.wikimedia.org/wiki/File:MalteserkircheInnen.jpg
Austria,Vienna,Памятник Марии Терезии,W93891798,"historic,monuments_and_memorials,interesting_places,monuments",16.360765,48.204506,"Памятник Марии Терезии (нем. Maria-Theresien-Denkmal) — монумент, возведённый в Вене представительнице династии Габсбургов Марии Терезии, эрцгерцогине Австрийской и императрице Священной Римской империи. Мария Терезия правила в Габсбургской монархии в 1740—1780 годах. Памятник был установлен в 1888 году на площади в центре города, которая также получила название в честь императрицы.",https://commons.wikimedia.org/wiki/File:Wien_-_Maria-Theresien-Denkmal.JPG
Austria,Vienna,Памятник Марии Терезии,N5981158320,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",16.360758,48.204514,"Памятник Марии Терезии (нем. Maria-Theresien-Denkmal) — монумент, возведённый в Вене представительнице династии Габсбургов Марии Терезии, эрцгерцогине Австрийской и императрице Священной Римской империи. Мария Терезия правила в Габсбургской монархии в 1740—1780 годах. Памятник был установлен в 1888 году на площади в центре города, которая также получила название в честь императрицы.",https://commons.wikimedia.org/wiki/File:Wien_-_Maria-Theresien-Denkmal.JPG
Austria,Vienna,Metro Kinokulturhaus,N6036965198,"cultural,cinemas,theatres_and_entertainments,interesting_places",16.371798,48.205025,Das Metro-Kino ist ein Kino in der Johannesgasse 4 im 1. Wiener Gemeindebezirk Innere Stadt.,https://commons.wikimedia.org/wiki/File:Metro_Kino_Kultur_Haus_Vienna_Independent_Shorts_2016_2.jpg
Austria,Vienna,Prince Eugene of Savoy memorial,W309374238,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",16.364302,48.205875,Das Prinz-Eugen-Reiterdenkmal ist ein 1865 enthülltes Reiterstandbild des unter dem Namen Prinz Eugen bekannten Feldherren des Hauses Österreich Eugen von Savoyen. Es steht auf dem Heldenplatz der österreichischen Hauptstadt Wien.,https://commons.wikimedia.org/wiki/File:Wien_-_Heldenplatz%2C_Prinz-Eugen-Denkmal.JPG
Austria,Vienna,Haus der Industrie,Q1590770,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",16.375799,48.199699,"Das Haus der Industrie ist ein späthistoristischer Prachtbau in Wien aus dem Jahre 1909, der der Sitz der Industriellenvereinigung ist.",https://commons.wikimedia.org/wiki/File:Haus_der_Industrie_02.jpg
Austria,Vienna,Tritonen- und Najadenbrunnen,W91725999,"fountains,urban_environment,cultural,interesting_places",16.360067,48.204453,Auf dem Maria-Theresien-Platz zwischen dem Naturhistorischen und dem Kunsthistorischen Museum im 1. Wiener Gemeindebezirk Innere Stadt befinden sich neben dem zentralen Maria-Theresien-Denkmal vier Tritonen- und Najadenbrunnen.,https://commons.wikimedia.org/wiki/File:GuentherZ_2009-07-06-A_0466_Tritonen-_und_Najadenbrunnen_M-T-Platz.jpg
Austria,Vienna,Tritonen- und Najadenbrunnen,W91725993,"fountains,urban_environment,cultural,interesting_places",16.360926,48.204964,Auf dem Maria-Theresien-Platz zwischen dem Naturhistorischen und dem Kunsthistorischen Museum im 1. Wiener Gemeindebezirk Innere Stadt befinden sich neben dem zentralen Maria-Theresien-Denkmal vier Tritonen- und Najadenbrunnen.,https://commons.wikimedia.org/wiki/File:GuentherZ_2009-07-06-A_0466_Tritonen-_und_Najadenbrunnen_M-T-Platz.jpg
Austria,Vienna,Хофбург,R3898175,"palaces,architecture,fortifications,historic,museums,manor_houses,castles,other_museums,historic_architecture,monuments_and_memorials,cultural,interesting_places,monuments",16.365625,48.206329,"Хо́фбург (также Го́фбург, нем. Hofburg) — зимняя резиденция австрийских Габсбургов и основное местопребывание императорского двора в Вене. Всего в ней 2600 залов и комнат. Некоторые из помещений используются как официальная резиденция президента Австрии.Средневековый замок, вероятно, был построен на этом месте задолго до Габсбургов. По документам известно, что уже в 1279 г. австрийские правители жили именно в Хофбурге. Средневековые сооружения, расположенные вокруг ренессансного Швейцарского дворика, включают в себя готическую капеллу XV в. и императорскую сокровищницу, в которой ныне выставлены имперские клейноды императоров Священной Римской империи.",https://commons.wikimedia.org/wiki/File:Wien_Hofburg_Neue_Burg_Heldenplatz.jpg
Austria,Vienna,Ursulinenkirche,W149297035,"religion,churches,interesting_places,other_churches",16.373539,48.204456,Die St.-Ursula-Kirche ist eine römisch-katholische Kirche an der Seilerstätte 26 im 1. Wiener Gemeindebezirk Innere Stadt.,https://commons.wikimedia.org/wiki/File:StUrsulaJohannesgasseSeilerSt%C3%A4tte.B.JPG
